 0.581940,  0.836120
 0.160535,  0.000000
 0.224080,  0.000000
 0.578595,  0.842809
 0.344482,  0.000000
 0.585284,  0.829431
 0.521739,  0.956522
 0.906355,  0.187291
 0.879599,  0.240803
 0.023411,  0.000000
 0.324415,  0.000000
 0.595318,  0.809365
 0.966555,  0.066890
 0.013378,  0.000000
 0.010033,  0.000000
 0.909699,  0.180602
 0.230769,  0.000000
 0.150502,  0.000000
 0.033445,  0.000000
 0.153846,  0.000000
 0.247492,  0.000000
 0.046823,  0.000000
 0.341137,  0.000000
 0.638796,  0.722408
 0.093645,  0.000000
 0.173913,  0.000000
 0.742475,  0.515050
 0.531773,  0.936455
 0.655518,  0.688963
 0.408027,  0.000000
 0.896321,  0.207358
 0.719064,  0.561873
 0.969900,  0.060201
 0.498328,  0.000000
 0.304348,  0.000000
 0.839465,  0.321070
 0.886288,  0.227425
 0.779264,  0.441472
 0.735786,  0.528428
 0.133779,  0.000000
 0.277592,  0.000000
 0.652174,  0.695652
 0.000000,  0.000000
 0.441472,  0.000000
 0.859532,  0.280936
 0.872910,  0.254181
 0.876254,  0.247492
 0.036789,  0.000000
 0.501672,  0.996656
 0.849498,  0.301003
 0.959866,  0.080268
 0.558528,  0.882943
 0.632107,  0.735786
 0.732441,  0.535117
 0.551839,  0.896321
 0.515050,  0.969900
 0.361204,  0.000000
 0.588629,  0.822742
 0.404682,  0.000000
 0.541806,  0.916388
 0.220736,  0.000000
 0.471572,  0.000000
 0.525084,  0.949833
 0.451505,  0.000000
 0.040134,  0.000000
 0.993311,  0.013378
 0.217391,  0.000000
 0.916388,  0.167224
 0.056856,  0.000000
 0.347826,  0.000000
 0.086957,  0.000000
 0.936455,  0.127090
 0.772575,  0.454849
 0.799331,  0.401338
 0.775920,  0.448161
 0.257525,  0.000000
 0.401338,  0.000000
 0.260870,  0.000000
 0.026756,  0.000000
 0.244147,  0.000000
 0.274247,  0.000000
 0.598662,  0.802676
 0.608696,  0.782609
 0.240803,  0.000000
 0.143813,  0.000000
 0.448161,  0.000000
 0.919732,  0.160535
 0.371237,  0.000000
 0.765886,  0.468227
 0.294314,  0.000000
 0.050167,  0.000000
 0.474916,  0.000000
 0.809365,  0.381271
 0.157191,  0.000000
 0.421405,  0.000000
 0.511706,  0.976589
 0.234114,  0.000000
 0.043478,  0.000000
 0.678930,  0.642140
 0.016722,  0.000000
 0.438127,  0.000000
 0.183946,  0.000000
 0.709030,  0.581940
 0.645485,  0.709030
 0.053512,  0.000000
 0.749164,  0.501672
 0.675585,  0.648829
 0.672241,  0.655518
 0.351171,  0.000000
 0.434783,  0.000000
 0.692308,  0.615385
 0.705686,  0.588629
 0.227425,  0.000000
 0.842809,  0.314381
 0.073579,  0.000000
 0.468227,  0.000000
 0.882943,  0.234114
 0.237458,  0.000000
 0.913043,  0.173913
 0.869565,  0.260870
 0.284281,  0.000000
 0.364548,  0.000000
 0.120401,  0.000000
 0.829431,  0.341137
 0.180602,  0.000000
 0.769231,  0.461538
 0.662207,  0.675585
 0.591973,  0.816054
 0.478261,  0.000000
 0.170569,  0.000000
 0.177258,  0.000000
 0.424749,  0.000000
 0.996656,  0.006689
 0.367893,  0.000000
 0.394649,  0.000000
 0.297659,  0.000000
 0.130435,  0.000000
 0.836120,  0.327759
 0.214047,  0.000000
 0.795987,  0.408027
 0.571906,  0.856187
 0.956522,  0.086957
 0.642140,  0.715719
 0.892977,  0.214047
 0.006689,  0.000000
 0.555184,  0.889632
 0.923077,  0.153846
 0.137124,  0.000000
 0.063545,  0.000000
 0.785953,  0.428094
 0.357860,  0.000000
 0.862876,  0.274247
 0.782609,  0.434783
 0.963211,  0.073579
 0.903010,  0.193980
 0.819398,  0.361204
 0.715719,  0.568562
 0.695652,  0.608696
 0.267559,  0.000000
 0.103679,  0.000000
 0.311037,  0.000000
 0.648829,  0.702341
 0.933110,  0.133779
 0.127090,  0.000000
 0.444816,  0.000000
 0.939799,  0.120401
 0.658863,  0.682274
 0.565217,  0.869565
 0.789298,  0.421405
 0.625418,  0.749164
 0.334448,  0.000000
 0.280936,  0.000000
 0.096990,  0.000000
 0.187291,  0.000000
 0.314381,  0.000000
 0.929766,  0.140468
 0.702341,  0.595318
 0.204013,  0.000000
 0.458194,  0.000000
 0.889632,  0.220736
 0.384615,  0.000000
 0.846154,  0.307692
 0.688963,  0.622074
 0.538462,  0.923077
 0.377926,  0.000000
 0.307692,  0.000000
 0.488294,  0.000000
 0.210702,  0.000000
 0.949833,  0.100334
 0.090301,  0.000000
 0.792642,  0.414716
 0.946488,  0.107023
 0.321070,  0.000000
 0.207358,  0.000000
 0.301003,  0.000000
 0.100334,  0.000000
 0.989967,  0.020067
 0.508361,  0.983278
 0.612040,  0.775920
 0.685619,  0.628763
 0.414716,  0.000000
 0.866221,  0.267559
 0.418060,  0.000000
 0.635452,  0.729097
 0.354515,  0.000000
 0.117057,  0.000000
 0.003344,  0.000000
 0.665552,  0.668896
 0.528428,  0.943144
 0.986622,  0.026756
 0.953177,  0.093645
 0.411371,  0.000000
 0.602007,  0.795987
 0.575251,  0.849498
 0.110368,  0.000000
 0.076923,  0.000000
 0.431438,  0.000000
